job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score
Analyst,3,10.3,25.9,21.3,0.4,Medium,4.3,8.8,5.24,8,6.8,5.5,8.4,50.1
Analyst,4,9,16.4,27.7,3,High,7.8,8.7,0.81,9,4.6,1.9,10,48.9
Marketer,18,8,24.1,29.4,1.1,Medium,10.7,13.9,1.93,5,2.8,2.5,10,53
Manager,5,9.9,21.2,18.2,2.2,Low,16.2,14.8,3.29,5,1.7,4.9,7.21,40.9
Analyst,11,4.8,9.5,33.5,1.5,High,6.6,7.7,0.81,5,4.6,1.8,10,61.3
Manager,9,7.4,12,22.7,3.2,Medium,6.8,8.5,2.19,6,4.5,5.3,8.56,51.1
Manager,5,5.2,12.8,25.4,1.5,Low,11,10,1.03,3,3.9,5.6,6.7,58.8
Developer,16,18.6,43.3,16.6,2.9,Medium,2.9,7.4,0.73,2,4.8,5,8.79,99.8
Analyst,16,6.7,14.3,23,5.9,Medium,8.8,10.8,0.1,2,2.6,4.9,8.86,56
Developer,13,16.5,36.5,21.6,1.6,Medium,8.3,7.7,2.44,6,4.6,2.9,10,63.5
Developer,19,21.6,49.5,31.2,7.1,Low,8.2,9.5,0.1,9,5,1,10,81.4
Manager,14,6.3,17.8,22,2.2,High,7.7,8.6,0.21,1,3.5,4,10,61.6
Developer,3,10.1,26.7,10,2.4,High,2.5,4.5,0.1,4,6.9,7.4,8.66,75.2
Analyst,10,13.3,34.1,12.9,1.1,High,1,2.6,3.09,7,4.3,6.2,9.53,68.2
Analyst,13,7.7,10.9,29.1,1.7,Medium,6.2,10.1,1.74,1,4,3.7,9.73,51.9
Manager,19,6.8,14.6,24,1.3,Low,17.6,12.8,0.1,9,3.1,3.9,7.95,70.8
Marketer,3,10,32.4,28.4,1,Low,1,4.2,2.6,9,7.5,6.2,6.26,75.3
Writer,1,19.6,47,22.8,2.3,High,4,8.6,2.92,2,6.1,1.4,10,60.8
Marketer,6,12.7,33.7,18.8,2.1,Medium,4.1,6.8,1.43,4,6.1,5.6,8.34,73.9
Developer,1,10.3,21.3,20.4,3.3,High,8.1,8,0.1,4,3.3,3.3,10,57.5
Designer,20,6.4,17.6,24.6,3.9,Low,4.6,3.9,0.1,2,6,7.1,5.59,81
Writer,18,12.6,28.8,26.3,0.4,High,7.1,7.5,0.1,5,6.1,1.5,10,77.7
Designer,3,7.1,24.2,28.3,2,Medium,2.3,5.6,0.96,10,5.5,5.1,8.71,59.2
Developer,12,23.9,53.7,16.1,2.8,High,14.5,12.4,2.78,9,3.8,1,10,65.5
Manager,10,7.8,17.7,31.6,1,Medium,15.1,13,3.03,7,3.3,1,10,47.1
Developer,2,14.2,34,23.8,0.3,Low,5.2,11.7,1.41,10,4.7,5.2,6.99,74.5
Developer,15,22.2,65.1,10,1.4,Medium,4.5,6.3,4.42,5,3.4,5.3,8.55,73
Analyst,5,4.2,7.3,21.4,2,Low,4.1,6.1,0.84,10,4.7,8.6,4.48,72.2
Manager,14,5.2,16.1,15.9,3.8,Medium,20.4,15.7,0.1,5,1.3,4.1,9.44,51.4
Marketer,4,9.2,18.4,25.3,2.5,Low,5.9,3.5,1.22,7,6.3,5.9,6.47,79
Developer,9,17,45.4,10.6,2.1,High,1.4,3.8,0.45,6,7.2,5.8,9.84,93
Analyst,2,6.2,19.6,22.9,5.5,Medium,7.9,7.4,0.93,2,4.6,5.2,8.62,61.1
Analyst,9,6,15.7,16.9,1.3,High,6.6,7.9,2.42,8,4.2,5.6,9.97,58
Developer,13,24.9,57.5,27.1,1,Medium,1.3,5.4,3.64,2,6,1.2,10,75.6
Marketer,5,11.1,22.5,30.4,0.5,Low,7.8,8.3,0.61,5,5.4,3.7,8.11,71.9
Developer,1,13.8,34.4,16.1,1.6,Medium,10.6,7.4,1.64,7,3.4,4.4,9.23,56.1
Developer,15,3.9,10.5,29.2,1.6,Medium,1,6.7,1.76,5,5.6,6,8.05,68.3
Manager,10,0.1,2.7,26,3,Low,18.5,12.8,0.1,9,1.3,4.8,7.28,45.5
Manager,6,2.3,8.4,32.5,1.6,Medium,12.6,10.8,3.3,5,3.1,2.7,10,52.3
Developer,16,16.6,42.8,22.6,4.3,High,1,4.2,1.66,6,5.7,2.9,10,81.5
Writer,4,13.1,33,24,1.8,High,8,11.2,1.89,7,4.8,1.7,10,60.3
Writer,16,23.2,62.5,10,4.3,Medium,7.8,8,0.1,4,5.5,4.2,9.36,98
Writer,19,7.3,9.8,35.4,4.7,Medium,6.5,10.3,0.1,8,4.5,2.2,10,63.9
Designer,9,5.6,21.9,16.3,2.5,Low,5.6,7.5,2.45,4,3.6,9.1,4.1,64.5
Developer,17,15.4,42,21.5,1.3,High,1,7.8,3.53,5,5.5,3.5,10,76.6
Developer,12,3.8,7.3,19.8,3,High,2.7,7.4,3.6,3,6,6.4,9.38,54.9
Analyst,13,13,28.7,24.7,2.7,Medium,2.8,9.2,2.73,2,7,4.4,9.23,76.3
Analyst,11,4.3,13.1,18.5,0.3,Low,6.4,9.2,2.82,5,6.3,8.7,4.4,72.2
Analyst,3,11.9,26.1,21.2,4.1,High,5.7,6.2,0.14,6,4.9,3.3,10,50.3
Manager,11,9.6,20.8,19.4,0.2,Medium,23.8,14.3,2.54,5,1.1,1.3,10,49.8
Developer,17,20,44.9,10,0.3,Low,1,5.5,3.22,5,4.6,8.2,4.76,89
Manager,14,7.5,13.6,21.9,0.4,Medium,12.2,9.3,2.91,10,3.8,4.1,9.45,52.5
Developer,6,13.8,29.7,23.2,2.7,Medium,8.1,3.9,3.02,8,5.7,3.2,10,58.5
Designer,14,3.3,14.8,17.8,1.7,Low,4.9,3.4,1.54,1,5.4,9.5,3.81,87.9
Manager,16,7.1,15.8,21.5,1,Low,15.1,13,3.28,1,4.1,5.1,7.07,64.4
Writer,14,10.4,25.5,27.7,1.9,Low,8.2,7.6,1.65,10,5.5,4.4,7.58,68.6
Developer,14,14.4,39.1,20.6,3.6,Medium,5.4,7.6,0.1,7,5.1,4.4,9.22,83.3
Manager,15,7.5,18.3,21,1,Medium,14.7,8.4,0.76,10,1.2,3.7,9.74,49
Marketer,13,11,21.9,24.9,1.1,Medium,1,8.2,4.26,6,6.9,5.3,8.56,75.1
Analyst,15,5.7,8,27.4,0.5,High,6.1,9.5,4.11,3,4.6,3.2,10,48.3
Analyst,14,13,25.1,19.9,1.8,Low,6.1,4.4,0.38,6,5.1,6.2,6.24,81
Marketer,1,13.2,33.2,11.9,2.4,Medium,1,6.3,4.63,4,6.8,8,6.57,70.7
Writer,18,17,44.7,27.3,2.2,High,1,4.3,3.37,2,6.4,1.7,10,70.3
Developer,19,15.8,42.5,11.8,0.9,Low,4.5,5.1,4.52,7,6.2,8,4.93,91.2
Developer,16,12.8,32.7,21.3,3.2,Low,7.5,9,2.1,4,5.6,5.6,6.7,86.2
Marketer,11,15.3,34.5,18.2,2.8,High,9.8,11.8,0.52,9,4.4,2.2,10,60.4
Designer,12,1.5,0.5,23.6,1.5,High,1,5,0.1,7,7.3,6.5,9.32,70.9
Marketer,3,14.2,34.6,17.6,2.1,Medium,12.7,13.5,1.56,9,2.8,3.4,9.97,55.5
Analyst,11,8.1,19.8,23.1,0.9,High,6.5,7.3,3.61,2,4.5,3.6,10,47.4
Manager,4,4.5,11.5,33.4,0.9,Low,12.9,10.3,2.59,6,4.1,3.3,8.4,33.9
Designer,4,10.4,23.3,21.3,0.8,High,1,5.7,4.7,9,5.4,4.8,10,44.8
Marketer,11,9.2,24.2,22.6,1.3,Medium,3.8,4.6,0.13,6,5.8,5.6,8.34,79.8
Designer,2,9.2,15.8,36.5,0.8,Medium,2.2,8.4,0.9,5,5.7,2.5,10,49.9
Analyst,2,0,0,28.2,2.3,Low,3,6.4,2.07,2,6.2,8.2,4.77,65
Developer,2,16.8,46.9,10,0.7,Medium,7.2,8.3,5.01,8,3.8,6,8.04,48.9
Developer,4,18.6,45.2,17.8,2.4,Low,12.5,13,1.41,1,3.6,3.8,8.03,72.2
Manager,19,8.6,21.1,35.4,2.7,Medium,19.4,12.8,3.37,2,3.5,1,10,57.7
Designer,19,0,2,27.8,0.8,High,3,4.7,2.22,9,5.1,5.3,10,57.3
Developer,6,15.2,40.3,21.2,3.6,Medium,7.9,8.8,1,10,5.1,3.4,9.96,69.9
Designer,2,2.2,8.1,29.3,0.8,Low,2.7,4.5,4.08,10,5.7,7.4,5.35,45.3
Manager,11,5.6,22.1,17.2,1.2,High,22.7,20,2.33,2,1.3,1.6,10,38.1
Marketer,3,10.5,32.4,12.2,4.2,Low,1,9.3,0.1,2,3,10,3.42,71.1
Analyst,10,10.8,24.7,30.8,0.2,Medium,1,3.4,2.21,2,5.5,3.8,9.66,65
Writer,14,8.2,21.1,18.4,2,High,9.3,8.7,3.25,7,3,4,10,50.5
Marketer,20,9.1,17.1,21.9,0.3,Low,6.4,5.7,4.8,9,5.2,6.6,5.94,68.8
Designer,17,2.8,5.5,38.5,3.2,Low,3.3,7.5,0.68,5,4.4,4.9,7.23,68.3
Developer,5,13.7,27.4,28.8,3.3,Medium,6.8,9.8,2.82,6,4.5,2.2,10,56
Analyst,11,14.3,35.2,29,1.6,Medium,11.1,9.1,2.86,6,1.3,1,10,60.1
Designer,18,6.6,21,24.3,0.9,Medium,6.1,6.7,3.17,6,4.2,5.2,8.62,56.1
Marketer,8,11.1,34.9,18,3,Low,7.3,5.2,0.1,9,3.9,6.9,5.73,75.7
Analyst,13,12.9,25.4,18.7,3.4,High,6.4,8.3,0.1,3,5.1,3.5,10,67.5
Developer,12,12.1,24.9,15.3,1.2,High,12.8,11.2,2.96,4,3.3,2.9,10,54
Analyst,10,10.4,24.9,23.6,2.8,High,1.5,7.5,4,1,3.4,4.1,10,49.9
Marketer,4,11.6,27.1,26,1.3,High,7.9,8.2,2.45,4,3.5,1.6,10,46.8
Developer,1,10.8,37.9,15.9,1.5,Low,4.7,7.2,1.82,6,4.6,8.1,4.83,74.9
Developer,11,22.7,56,10,1.3,Medium,4.6,5.1,4.41,9,4.5,5.2,8.64,67.3
Marketer,3,1.7,2.4,25.3,0.9,Medium,5.7,11.1,0.68,8,4.3,6.3,7.81,53.1
Analyst,16,8.9,23.8,14.8,2.1,Low,6.2,12.8,1.1,1,4.1,8.5,4.54,79.2
Designer,5,3.2,10,23.1,1.7,Medium,5.2,11.7,1.4,5,4.2,6.6,7.59,64.1
Analyst,15,14.1,34,20.8,1.2,Medium,1,6.1,2.34,3,4.6,5.5,8.4,69
Designer,15,7.3,17.4,20.1,1.1,High,1,3.9,2.85,6,5.3,5.9,9.75,62.7
Writer,3,16.2,45.8,17.4,2,Low,1.8,2.3,2.35,1,5.8,7.2,5.52,74.9
Analyst,11,3.1,6.6,27.7,1.5,Medium,6.9,8.4,2.05,10,5.2,5.1,8.71,58.7
Designer,14,6.3,13.9,31.8,2,Low,10.3,11.9,3.09,7,5.6,3.9,7.95,62.1
Manager,5,9.2,29.4,19.4,0.6,Low,7,11.4,3.15,9,3.7,7.1,5.59,58
Marketer,7,9.1,20.3,26.2,0.9,Medium,9,8.4,1.29,4,4.4,3.4,9.96,54.9
Manager,6,5.3,7.3,29,0.7,Medium,6.8,10.3,4.07,2,3.2,4.2,9.37,39
Designer,2,1.3,1.8,21.3,3.6,Medium,6.6,8,0.1,8,6.8,7.2,7.15,56.8
Marketer,13,13.7,43.3,15.2,2.3,Low,4.8,8,2.17,10,4.4,7.6,5.22,85
Marketer,6,7.8,19.7,24.7,0.6,High,3.2,6.9,4.68,1,3.9,4.1,10,46.6
Developer,12,15.8,41.4,25.2,5.4,Medium,6.1,9.3,0.39,7,5,2.7,10,82.2
Developer,18,13,26.3,14.7,2.5,Medium,8,12.2,1.78,1,6.2,5.6,8.34,77.9
Designer,7,4.5,8.1,29.7,4.7,Low,5.5,8,2.87,2,4.8,6.1,6.33,62.8
Analyst,15,9,14.5,31.5,0.4,Medium,8.3,8.9,4.55,7,2.8,2.3,10,48
Developer,14,22.8,52.7,14.2,1.9,Medium,6.4,10.5,1.02,9,5.2,3.6,9.8,87.6
Analyst,6,5.4,12,28.9,2,Low,5.6,8.9,0.7,10,5,6,6.39,67.8
Developer,20,20.1,51.2,19.7,1.5,Low,4.3,7.3,0.1,10,5.1,5,7.15,100
Writer,11,15,31.1,30.1,2.8,Low,2.6,8.2,1.58,4,5.9,4.1,7.81,69.7
Developer,10,14.4,25.5,29.6,0.9,High,6.8,5.3,1.09,10,4.7,1,10,65.4
Marketer,20,11.6,33.4,21,0.6,Low,9.6,9.4,1.25,4,4.1,5.4,6.83,87.1
Analyst,17,5.6,19.7,33.2,2.3,High,6.4,6.2,1.25,7,4.4,1.7,10,65
Developer,7,19.5,43.3,10.6,0.4,Medium,6.2,6,6.04,3,3.9,5.4,8.48,50.8
Developer,5,7.4,19.7,31.3,4.4,Low,2.4,7.7,0.1,10,5.2,5.7,6.62,65.1
Writer,1,25.6,70.5,10,0.6,Low,5,12.6,4.68,1,5.1,5.8,6.54,78.6
Developer,6,15,39.2,23.5,2.1,Medium,1,4.7,3.29,6,6.4,4.6,9.07,66.6
Marketer,4,9.4,23.4,32.4,1.4,Low,3.6,10.3,1.99,6,5,4.6,7.42,62.3
Developer,17,24,55.8,18.9,1.7,Low,8.3,8.9,2.53,3,5.2,3.2,8.47,86.3
Manager,1,8.3,23.6,11,2.4,High,9.1,12.1,2.37,2,5.4,5.9,9.75,55.6
Writer,4,21.3,50.6,14.3,0.4,Low,4.5,10.1,2.15,2,3.4,6,6.41,60.4
Marketer,10,10.5,25.3,14.3,0.8,Low,1,7.1,3.27,6,5.3,9.6,3.75,76.1
Developer,1,3.2,11.2,28.5,4.8,Medium,2.2,7.5,0.1,1,6.1,6,8.03,53
Analyst,18,15.3,32.7,22.2,1.8,Medium,2.5,7.9,0.16,6,6,4.5,9.15,77.7
Writer,2,11.8,26.9,32.2,1.4,Low,5,6.6,0.86,3,5.3,3.8,8.04,71.3
Analyst,7,14.9,32.5,18.4,2.3,High,1,6.1,1.28,3,2.7,4.4,10,49.9
Developer,15,16.6,45.1,19.8,1.3,High,4.9,5.4,0.91,1,3.7,2.7,10,68.3
Developer,14,15.4,40.4,20.3,0.3,Medium,7,11.3,2.66,1,4.8,3.8,9.66,82.2
Marketer,17,6.8,16.4,25.3,1.2,High,6.7,10.8,3.19,10,6.1,3.3,10,62.5
Analyst,20,6,15.4,32.5,0.8,Low,2.4,7.6,0.92,10,6.6,5.8,6.55,86
Manager,5,2.6,13.9,27.2,0.7,High,14.7,10.7,4.51,3,1.9,1.9,10,35.3
Analyst,9,0,0,34,2.4,Medium,4.1,5.8,1.61,4,5.6,5,8.79,50.7
Designer,10,0.4,12.8,29.8,0.5,Low,6.1,5.1,0.67,3,4.7,6.9,5.73,69.3
Marketer,4,14.4,38.9,17.7,0.2,Low,1.8,3.4,2.64,3,7.1,7.5,5.28,78.3
Developer,16,16.1,42.3,16.9,2.7,High,3.3,8.8,0.1,6,4.1,3.9,10,75.2
Writer,4,9.5,22,30.6,4.1,Medium,5.3,9.6,0.1,9,6.3,3.2,10,61.2
Writer,9,19.1,53.3,17.5,2,Low,6.1,6.3,0.59,9,8,5.3,6.91,96.1
Manager,13,1.9,0,24.9,4.7,Medium,11.7,12.9,2.17,10,3.6,4.9,8.86,57.7
Analyst,19,4.6,12.2,23.8,6.3,Low,1,7.1,0.1,3,6.6,8.6,4.46,95.3
Analyst,5,12.4,21.3,27.6,3.4,Low,2.2,8.8,3.25,2,4.6,5.4,6.83,64.7
Designer,10,6.3,16.7,29.7,3.4,High,10.5,11.1,0.1,5,4.2,1.4,10,47
Designer,2,0,0,25.9,1.6,Medium,1.2,4.2,0.1,4,5,7.7,6.78,54.4
Developer,7,18.5,47.9,23.6,1.8,High,7.3,7.8,4.86,5,5.6,1,10,63.7
Developer,9,16.2,49.6,10,0.5,Medium,5.8,6.7,4.87,1,5.7,6.5,7.67,78.6
Analyst,17,16.1,37.9,20.9,3.3,Low,5.6,11.1,3.45,8,4.7,5.4,6.86,74.5
Marketer,15,9.2,28,13.2,2,Low,7.4,9.3,1.6,9,3.8,8.6,4.49,73.5
Manager,2,0,4.5,28.8,2.4,Low,14.9,11.6,0.2,7,1,5.1,7.07,38
Designer,17,6.3,11.9,34.3,1.5,Medium,5.8,11.2,2,10,3.8,2.9,10,55.7
Manager,3,3,0.4,24.6,1.2,High,19.7,17.9,4.33,1,3.5,1.2,10,25.6
Manager,3,4.8,9.4,34.6,1.9,Low,15.5,12.3,0.1,7,4.3,2.3,9.14,55.4
Analyst,5,15.5,44.1,15.1,3.5,Medium,4.4,6.2,3.75,7,5.1,5.8,8.2,70.8
Writer,6,23,62.1,10,1.1,Medium,4.9,2.8,4.8,2,5,5,8.77,69.2
Marketer,19,18.5,53.9,12.2,1.5,Medium,5.7,9.6,2.79,6,4.5,5.4,8.48,83.9
Developer,5,13,35.3,23,1.3,Low,5.8,8.4,2.26,2,3.8,5.6,6.71,62.2
Designer,14,5.6,11.7,24.9,4.5,High,4.1,7.4,1.66,10,4,4.4,10,60.3
Designer,12,3.9,9.7,28.6,0.1,Medium,5.9,6.7,0.29,5,4.1,4.9,8.85,59.1
Developer,4,10.1,23.2,31.3,4.3,Medium,2.2,8.7,0.74,10,5.9,3.6,9.82,65.6
Developer,1,9,29.6,19.9,2.7,Medium,3.2,2,0.64,1,3.1,6.5,7.68,58.9
Manager,1,0.2,0,25.3,0.6,Low,18.4,12.4,1.98,9,2.2,5,7.13,25.7
Writer,15,14.8,30,26.5,0.4,High,11.7,11.5,4.89,10,5,1,10,59.3
Writer,9,14.5,36.2,24,0.8,High,3.2,10.9,1.84,10,5.2,2.6,10,69.7
Developer,6,22.6,51,18,3.1,Low,5.2,6.7,1.06,1,5.5,4.5,7.5,79.7
Marketer,9,8,13.7,26.9,2.3,High,7,7.8,3.75,10,4.2,2.5,10,45.8
Analyst,6,8.5,23.7,31.7,0.9,Low,2.9,10.6,0.52,9,5.2,5.2,6.99,72.4
Analyst,3,10.5,27,23.3,1.2,Low,7.8,12,3.43,10,4,5.6,6.7,53.4
Analyst,15,16.4,46,22.1,1.8,High,3.5,7.2,3.08,9,3.7,2.5,10,73.5
Marketer,2,8.2,16,23.3,9.5,Medium,4.8,7.9,0.1,3,5,5.4,8.48,57.4
Manager,19,0.5,0,26.2,3,High,14.4,12.7,0.1,9,3.6,2.7,10,52.2
Manager,20,5.7,15.5,17.4,2.3,Medium,15.8,13.6,1.09,10,3.8,4.8,8.93,63.7
Developer,3,8.6,25,21.3,5.9,High,7.1,7.6,1.47,10,4.5,3.8,10,54.8
Analyst,20,12.6,27.4,21.8,0.4,Medium,4.6,8.2,1.57,1,5.7,4.8,8.94,74.7
Analyst,12,14.6,40.6,21.8,1,Medium,4.8,7.3,1.5,5,5.7,4.2,9.37,86.8
Developer,11,14,35.7,15.6,0.5,High,1,6.8,0.83,4,6.2,5.4,10,79.9
Developer,14,7.3,9.1,29.8,3.2,High,6.8,6.8,1.97,9,4.8,2,10,55
Developer,5,21.4,53.3,10,1.8,Low,3.9,6.1,3.11,7,6.4,7.2,5.52,81.9
Manager,4,7.9,22.4,22.1,1.8,Medium,20.5,17.6,2.27,7,1,1.9,10,37.9
Designer,15,7.1,15.1,38.4,3.2,Low,4.4,11.1,2.38,4,4.8,3.5,8.24,59
Writer,7,14.3,31.1,20,0.3,Medium,11.8,9.7,5.33,4,3.6,3,10,41.3
Developer,16,12.2,26.5,20.7,1.7,Low,9.2,11.1,3.34,8,2.8,5.5,6.78,61.3
Marketer,5,10.9,35.5,23.2,3.4,Medium,2,7.4,0.72,3,6,5.5,8.42,69.2
Developer,18,17.2,36.2,11.3,3.6,High,5,4.4,0.56,7,5.2,4.6,10,87.6
Analyst,3,4.5,7.9,30.9,7.2,Low,2.6,4.1,0.1,6,7,6.5,6.03,71.8
Analyst,1,5,21.7,25.4,0.4,High,7.5,6.4,5.08,4,7.3,3.5,10,50.6
Marketer,12,9.6,24.3,15.9,5.7,Medium,6.2,12.2,0.1,10,3.4,6.6,7.6,62.7
Marketer,18,12,34.7,20.3,3.5,High,3.6,7.5,0.1,7,4.7,4,10,81
Developer,4,9.3,17.4,19.5,4.2,Medium,6.9,9.2,0.31,6,5,5.6,8.34,65.5
Analyst,10,5.3,14.2,38.6,2.3,High,6.3,4.7,1.26,10,3.7,1,10,53
Developer,7,19.9,53.9,16.1,1.6,Medium,5.8,6.4,2.86,5,5.1,4.1,9.46,74.9
Marketer,7,12.7,33.7,24.8,3.1,Medium,5.1,7.1,1.85,4,5.4,3.8,9.66,66.5
Designer,2,8.3,22.7,20.7,2.6,High,5.7,7.1,1.94,5,5.4,4.3,10,49.7
Writer,2,18.4,52.8,20.7,1.5,Medium,1,5.7,2.62,10,6.3,4.5,9.16,75
Developer,3,28.1,64.8,14.3,0.9,Medium,4.1,6.5,6.67,6,4.9,2.9,10,60.8
Developer,19,15.6,38.7,16.3,2.2,Medium,1.7,5.6,3.72,3,5.9,6.1,7.97,69.9
Developer,2,14.4,33,32.2,0.7,High,2.7,6.6,4.95,4,3.9,1,10,43.8
Marketer,13,11.6,27,22.4,1.6,Low,2,2.6,1.06,3,6.6,7,5.66,87.2
Analyst,17,11.1,35.8,32.2,1,High,1,5,3.8,7,4.1,1.9,10,62.5
Manager,14,5.5,18.3,28,1.4,High,9,10.2,1.29,9,4.9,2.4,10,56.1
Manager,18,5,3.3,29.5,1.3,Low,21,18.1,0.1,6,1.3,2.1,9.28,53.3
Manager,8,5.9,24.8,14.8,0.6,High,18.5,14.9,0.5,8,2.5,3.2,10,46.7
Analyst,14,15.3,41.7,10,2,High,5.1,5.6,0.36,3,5.1,5.4,10,76.8
Developer,1,10,26.7,23.9,2.9,Low,1,3.2,0.96,7,5.7,7.3,5.44,63.3
Developer,17,13.3,31.7,18.4,1.5,Medium,6.9,7.1,3.76,8,5.6,4.8,8.92,83.1
Developer,11,16.2,39.9,18.8,0.1,Medium,7.9,11.4,3.74,3,4.5,3.8,9.67,70.2
Writer,17,10.7,30.9,19.6,3.2,High,10.9,8.3,0.1,3,5.3,2.7,10,83.9
Manager,11,9.2,20.8,20.4,1.5,Low,14.5,14.3,1.42,3,1.6,5,7.15,53.7
Analyst,19,12.9,33.2,20.1,0.3,Medium,7.5,6.4,3.51,6,5.6,4.4,9.23,72.7
Manager,17,6,9.9,29.2,2,High,17,14,1.35,3,1.8,1,10,47.1
Marketer,4,11.9,20.7,23,2.4,High,3.1,3.7,4.06,3,4.6,3.5,10,39.8
Marketer,17,14.2,37.4,19.5,0.8,Medium,2.1,8.2,3.69,3,5.1,5.5,8.4,75.7
Developer,2,24.7,65.3,16.1,0.5,Low,4.9,6.3,6.38,10,5.7,4.6,7.44,69.3
Marketer,8,3.8,12.7,25.5,0.9,High,1,3.9,0.1,5,8,5.4,10,67.5
Manager,4,2.2,3.7,29.5,2.8,High,14.5,9.8,0.62,10,3.1,1.4,10,43.1
Developer,12,13.3,32.2,17.1,1.4,Low,8.9,11.6,1.74,1,4.3,6.2,6.26,73.2
Designer,19,3.9,16.5,18.3,3.2,Low,1.5,3.6,2.84,6,5,10,3.42,80.8
Developer,16,16.6,34.5,27.1,0.2,Low,1,5.5,4.6,5,6.4,4.8,7.28,62.1
Designer,2,3.1,11.7,30.1,2.4,High,3.3,6.4,2.41,7,4.5,3.9,10,53.8
Writer,20,15,39,17.7,3,Medium,2,6.7,1.79,4,6.4,5.8,8.18,92.7
Analyst,8,9.4,24.5,23.6,2.3,Medium,3,5,2.5,9,5.4,5.5,8.41,59.9
Designer,13,7.5,16.8,25.6,2.5,Medium,3.1,2,0.45,10,4,5.4,8.47,61.7
Writer,18,17,42.1,14.1,2.9,Low,8.3,10.8,0.1,7,3.1,6.1,6.31,78.4
Writer,13,21,55.2,21.9,0.3,High,4.6,5.5,2.43,8,4,1.1,10,71.1
Designer,6,2.8,4.3,33.3,4.5,Low,9.5,11,0.1,10,2.7,4.6,7.44,52.5
Manager,18,6.2,13.7,26.3,8.2,Low,10.5,12.3,0.8,7,3.8,5.2,6.98,82.2
Writer,17,17.9,46.3,18.9,0.8,High,12.5,11.6,2.57,8,2.6,1,10,63.8
Writer,17,15.5,36.1,16.9,2.8,High,2.9,7.9,0.94,10,5.7,4.2,10,75
Analyst,3,5.1,10,23.2,0.4,High,3,7.5,1.3,6,5.8,5.2,10,47.2
Developer,14,20.9,47.6,15,1.6,Medium,7,9.5,0.38,7,5.7,3.8,9.67,80.1
Marketer,1,4.9,7.9,18.9,2.7,Medium,2.9,2.6,2,9,6.8,7.8,6.7,66.6
Designer,16,5.2,19,22.8,4.3,Medium,6,6.7,0.1,9,5.2,6,8.04,69.2
Marketer,14,14.4,30,13.8,0.6,High,5.4,4.9,2.21,8,4.2,4.6,10,59.6
Developer,3,13.2,33.5,24.6,0.7,Low,5.8,5.6,4.42,8,3.3,5.1,7.07,50.8
Writer,15,5.5,24.6,19.9,0.6,Low,6.3,4.9,2.45,5,4.2,8.1,4.85,71
Analyst,6,11.1,25.4,21,5.3,Medium,6.6,9.2,0.84,6,4.6,4.8,8.92,61.8
Designer,15,5.6,12.6,28.4,1.2,Low,7.2,11.8,0.1,8,3.2,5.7,6.62,67.8
Manager,3,5.1,17.8,14.9,1.5,Medium,21,15.7,0.35,9,2.7,4.2,9.36,54.5
Analyst,14,14.3,31.5,30.2,2.9,High,3,8.3,0.22,3,6.6,1.1,10,86.9
Writer,8,8.7,31.5,19.2,1.8,Low,2.8,5.2,3.95,10,5.6,8.3,4.69,71.7
Developer,14,6.5,14.9,26.7,0.5,High,5.8,7.8,0.32,4,4.5,3.2,10,60.7
Designer,1,4,10.7,28.2,2.3,High,5.9,9.4,1.39,2,2.3,3.5,10,23.9
Writer,17,19.2,41.5,16.7,0.9,Low,8.9,12.8,3.52,4,4.7,4.8,7.29,74.2
Marketer,19,8.2,26.7,23.8,3,Medium,2.9,5.9,0.1,6,4.8,5.8,8.19,83
Analyst,12,11,30.6,15.5,3.1,Low,8.1,8.8,0.28,6,3.9,7.4,5.38,74.6
Developer,6,20,59.8,10,1.8,High,8.4,10.4,1.04,6,3.2,3.4,10,71.9
Developer,2,21.1,52.3,10,1.3,Low,8.2,10.4,6.25,2,5.1,6.2,6.26,62.6
Developer,4,16.6,45.2,21.2,1.7,High,11.7,8.5,4.06,8,4.3,1,10,65.4
Manager,18,8.5,15.8,30.5,1.6,Low,23.5,12.1,1.24,7,1.8,1,10,55.5
Designer,13,0,0,37.3,3.2,High,4.7,5.1,2.37,8,5.7,2.5,10,49.2
Developer,20,22.6,55.2,18.2,0.4,Low,4.4,6.9,2.89,7,4.4,4.7,7.36,79.5
Designer,8,4,16.9,27.5,1.7,Medium,4.9,5.9,4.36,6,5,5.4,8.48,51.5
Designer,14,7.9,14.8,29.7,2.9,Low,9.7,9.4,2.72,7,3.7,4.2,7.74,59.9
Developer,19,8.1,25.3,23.3,0.4,Low,1,6.1,3.16,7,5.4,7.9,4.99,73.5
Analyst,4,16.5,36.7,21.5,0.8,High,5.1,11.1,2.87,4,5,2.2,10,58.7
Developer,19,18.8,45.4,20.8,3,Medium,5.8,8.8,1.4,4,5.3,3.2,10,76.6
Manager,10,7.8,14.2,20.6,2.2,High,18.6,15.8,0.8,2,2.9,1.2,10,51.6
Writer,16,16.6,49,13.9,2.3,Medium,1,7.1,0.1,8,7.5,6.6,7.59,93.7
Developer,18,16.9,44.1,22.1,2.2,Low,6.6,9.2,0.89,7,5.6,4.6,7.44,86
